Suburb,BuildingArea,Latitude,Longitude
Yarraville,119.0,-37.8172,144.8924
Flemington,79.0,-37.784,144.9356
Collingwood,159.0,-37.8042,144.9845
Hampton,137.0,-37.933,144.9975
Kew East,253.0,-37.7923,145.0528
Meadow Heights,101.0,-37.65168,144.91868
Cheltenham,98.5,-37.96342,145.06516
Bentleigh East,125.0,-37.9237,145.0763
Glen Waverley,169.0,-37.89965,145.17135
Yarraville,81.0,-37.8122,144.8671
Gladstone Park,115.0,-37.6995,144.89012
North Melbourne,53.0,-37.79831,144.94261
Hawthorn,176.0,-37.8155,145.019
Thomastown,121.0,-37.67231,145.00556
Malvern East,199.0,-37.88144,145.06105
Carlton,92.0,-37.7996,144.9737
Fitzroy North,64.0,-37.7898,144.9794
South Yarra,62.0,-37.83766,144.98799
Mill Park,132.0,-37.67519,145.06201
Broadmeadows,123.21,-37.68358,144.92387
Fawkner,83.0,-37.70652,144.96724
Abbotsford,114.0,-37.797,144.9957
Williamstown,120.0,-37.85149,144.88893
Albert Park,122.0,-37.8421,144.9571
Avondale Heights,235.0,-37.75861,144.86687
Cheltenham,149.0,-37.96062,145.04296
Coburg,118.0,-37.74319,144.97717
Bellfield,109.0,-37.7506,145.043
Ascot Vale,127.0,-37.7727,144.9136
Chadstone,66.0,-37.88321,145.09594
Hughesdale,100.0,-37.8991,145.0804
Hughesdale,88.0,-37.8945,145.0876
Hampton East,3.0,-37.9355,145.0276
Malvern,216.0,-37.85183,145.03863
Fawkner,112.0,-37.7076,144.9753
Hampton,228.0,-37.9369,145.0163
Port Melbourne,146.0,-37.83165,144.94411
Brunswick East,204.0,-37.7776,144.9727
Springvale,99.0,-37.94106,145.16193
Hampton,92.0,-37.9365,145.0008
Northcote,179.0,-37.7805,145.004
Brunswick East,241.0,-37.77766,144.97604
Mentone,174.0,-37.98439,145.06812
Balwyn,76.0,-37.80626,145.08776
Essendon West,102.0,-37.75243,144.88566
Gladstone Park,19.0,-37.68479,144.89602
Ormond,74.0,-37.9023,145.0461
Templestowe Lower,181.0,-37.764,145.1145
Bentleigh East,118.0,-37.908,145.0716
Sandringham,150.0,-37.94785,145.01467
Maidstone,123.0,-37.77916,144.87998
Williamstown,212.0,-37.8647,144.8867
Moonee Ponds,156.0,-37.75956,144.92994
Hughesdale,60.0,-37.8942,145.0867
South Morang,101.0,-37.63478,145.08486
Surrey Hills,129.0,-37.8332,145.1105
Aspendale,91.0,-38.01908,145.09702
Hughesdale,122.0,-37.9034,145.0796
Templestowe,300.0,-37.76255,145.16233
Collingwood,151.0,-37.8083,144.9908
Fitzroy North,165.0,-37.7815,144.9869
Williamstown,252.0,-37.8652,144.9019
Preston,114.0,-37.7437,144.9995
Mentone,132.0,-37.98329,145.0918
Vermont South,187.0,-37.84842,145.1816
Gladstone Park,114.0,-37.69758,144.88911
Moonee Ponds,111.0,-37.7708,144.9089
Pascoe Vale,92.0,-37.7168,144.9329
Hoppers Crossing,122.0,-37.86505,144.69352
Hawthorn,90.0,-37.8173,145.0252
Box Hill,106.0,-37.8235,145.1276
Preston,82.0,-37.7348,144.9852
Ashburton,244.0,-37.8726,145.0716
Bentleigh East,119.0,-37.9076,145.068
Clayton,119.0,-37.91865,145.14341
Werribee,113.0,-37.90423,144.67008
Richmond,85.0,-37.814,145.002
Gowanbrae,186.0,-37.70703,144.89501
Northcote,162.0,-37.77171,144.99565
Eltham,184.0,-37.69999,145.1617
Heidelberg Heights,200.0,-37.7358,145.0559
Keilor East,180.0,-37.73288,144.87252
Essendon,73.0,-37.7486,144.9072
Thornbury,100.0,-37.75642,144.98755
Northcote,41.0,-37.7827,144.9999
Footscray,83.0,-37.7946,144.8903
Newport,104.0,-37.8422,144.8784
Ashburton,145.0,-37.8675,145.0668
Balaclava,50.0,-37.8656,144.9919
Bentleigh East,105.0,-37.919,145.0803
Essendon,170.0,-37.75728,144.90723
Glenroy,81.0,-37.7005,144.9185
Sandringham,233.0,-37.95877,145.02701
Bentleigh East,28.0,-37.9142,145.08
Balwyn North,147.0,-37.79673,145.06853
Brunswick,51.0,-37.7783,144.9635
Coburg,131.0,-37.7461,144.9584
Carnegie,182.0,-37.8953,145.0567
Glen Huntly,137.0,-37.8878,145.0456
Craigieburn,220.0,-37.6009,144.90096
Sunshine North,111.0,-37.7704,144.8384
Mill Park,123.0,-37.67626,145.0659
Black Rock,144.0,-37.97359,145.0214
Balwyn,252.0,-37.814,145.0966
Meadow Heights,129.0,-37.64343,144.91193
Caulfield South,275.0,-37.88957,145.01799
Hawthorn East,120.0,-37.8204,145.0489
Port Melbourne,139.0,-37.841,144.9379
Brunswick West,82.0,-37.772,144.9406
Maidstone,137.0,-37.7893,144.8818
Point Cook,182.9,-37.89279,144.73158
Fawkner,128.0,-37.6966,144.9695
Coburg North,142.0,-37.73156,144.97087
Pascoe Vale,112.0,-37.726,144.947
South Melbourne,110.87,-37.8309,144.9686
Airport West,225.0,-37.718,144.878
Ascot Vale,97.0,-37.77529,144.92255
Elwood,100.0,-37.8726,144.9846
Pascoe Vale,168.0,-37.72196,144.93017
St Kilda,95.0,-37.8718,144.9776
Northcote,119.0,-37.77432,144.99111
Albert Park,116.0,-37.8473,144.9495
Armadale,165.0,-37.8537,145.0267
Thornbury,53.0,-37.762,144.996
Prahran,125.0,-37.8544,145.0038
Brighton East,206.0,-37.9173,145.0142
Brunswick,100.0,-37.76792,144.97141
Montmorency,177.0,-37.72641,145.12511
Port Melbourne,77.0,-37.84158,144.93809
Albert Park,147.0,-37.847,144.9575
Footscray,94.0,-37.7964,144.8871
Burwood,136.0,-37.8489,145.1093
Altona North,111.0,-37.84061,144.84692
Fitzroy North,70.0,-37.7927,144.9796
Newport,125.0,-37.8446,144.8861
Balwyn,190.0,-37.8075,145.1011
Watsonia,180.0,-37.7154,145.0777
Fitzroy North,116.0,-37.79068,144.97824
Maribyrnong,71.0,-37.7736,144.8798
Cheltenham,0.0,-37.95683,145.07184
Bulleen,225.0,-37.7679,145.0958
Carlton,80.0,-37.79674,144.96563
Blackburn South,128.0,-37.84477,145.15582
St Kilda,82.0,-37.85911,144.979
Brunswick,223.0,-37.75782,144.97608
Essendon,193.0,-37.7508,144.8937
Sunshine West,45.0,-37.7913,144.7889
Prahran,100.0,-37.85562,145.00571
Murrumbeena,76.0,-37.89018,145.06865
Templestowe Lower,184.0,-37.77185,145.12509
Coburg,147.0,-37.7369,144.9637
Eaglemont,236.0,-37.7659,145.0585
Fitzroy North,79.0,-37.78493,144.98879
Carlton North,173.0,-37.7846,144.96995
Glen Iris,52.0,-37.8552,145.05
Doncaster East,180.0,-37.7913,145.1443
Yarraville,82.0,-37.82183,144.89488
Surrey Hills,272.0,-37.8286,145.092
Thornbury,140.0,-37.75184,144.98584
Preston,150.0,-37.732,145.0209
Windsor,112.0,-37.856,144.9891
Armadale,38.0,-37.8619,145.0185
Glen Waverley,124.0,-37.88599,145.17031
Albert Park,85.0,-37.8473,144.955
Richmond,72.0,-37.82668,145.01145
Carlton,72.0,-37.8009,144.9662
Doncaster,250.0,-37.77102,145.13338
Prahran,59.0,-37.8538,145.0088
Dingley Village,174.0,-37.98068,145.13389
Templestowe Lower,125.0,-37.764,145.1097
Elwood,45.0,-37.88306,144.9841
Brunswick West,155.0,-37.76007,144.94888
Armadale,117.0,-37.85469,145.01826
Doncaster East,165.0,-37.78336,145.15081
Altona,76.0,-37.8686,144.8182
Yarraville,105.0,-37.8115,144.8875
Moorabbin,97.0,-37.94,145.0449
Kew,77.0,-37.8108,145.0545
Essendon,45.0,-37.7469,144.9206
Croydon,140.0,-37.78393,145.29132
Mount Waverley,145.0,-37.86118,145.11506
Ashburton,240.0,-37.87159,145.0795
Brunswick,116.0,-37.76276,144.9535
Moonee Ponds,50.0,-37.7652,144.9116
Carnegie,167.0,-37.90262,145.05709
Blackburn North,164.0,-37.80755,145.1638
Newport,154.3,-37.84769,144.87667
Camberwell,155.0,-37.8378,145.0909
Ivanhoe,70.0,-37.7634,145.0406
Craigieburn,188.0,-37.57635,144.91151
Fitzroy North,48.0,-37.7794,144.989
Burwood,145.0,-37.854,145.1195
Aberfeldie,157.0,-37.7606,144.8909
Richmond,123.0,-37.81443,144.99079
Albion,97.0,-37.78159,144.82373
Thornbury,44.0,-37.7539,145.0075
Cheltenham,134.0,-37.9583,145.06041
Ormond,178.0,-37.90433,145.05163
Strathmore Heights,192.0,-37.7137,144.8987
Brunswick West,65.0,-37.7686,144.9421
Pascoe Vale,139.0,-37.7273,144.9274
Craigieburn,144.0,-37.594,144.9292
Mordialloc,170.0,-37.99906,145.09386
Templestowe Lower,276.0,-37.77074,145.11875
Richmond,43.7,-37.81317,145.00834
Doncaster,119.0,-37.7827,145.1051
Brunswick,61.0,-37.7608,144.968
Broadmeadows,117.0,-37.67652,144.91176
Point Cook,190.0,-37.8914,144.72014
Fairfield,126.0,-37.7714,145.0173
Vermont,177.0,-37.83691,145.21269
Essendon,146.0,-37.74566,144.89346
Brunswick,90.0,-37.76806,144.9598
Hawthorn,70.0,-37.8268,145.0344
Watsonia,123.0,-37.7054,145.0809
Ivanhoe,154.0,-37.76758,145.03883
Heidelberg,115.0,-37.7502,145.0605
Maidstone,128.0,-37.785,144.8673
Keilor East,138.0,-37.74316,144.87894
Kew,103.0,-37.80509,145.05572
Balwyn,98.0,-37.8123,145.0821
Bentleigh East,206.0,-37.9261,145.0506
Essendon,272.0,-37.7418,144.8938
Fawkner,133.0,-37.6994,144.9686
Northcote,93.0,-37.7666,145.0132
Werribee,88.0,-37.89444,144.65591
Moonee Ponds,146.0,-37.7632,144.9292
Templestowe Lower,150.0,-37.75965,145.09937
Craigieburn,153.0,-37.5868,144.9006
Brunswick West,45.0,-37.7675,144.939
Fairfield,148.0,-37.77167,145.02015
Taylors Hill,161.0,-37.71364,144.76031
Caroline Springs,222.0,-37.7277,144.73422
Doncaster,119.0,-37.7862,145.1235
Armadale,136.0,-37.86106,145.02513
Templestowe Lower,22.0,-37.7564,145.1043
Surrey Hills,211.0,-37.8309,145.0946
Malvern East,102.0,-37.8717,145.0399
Fitzroy North,216.0,-37.7786,144.9818
Attwood,274.0,-37.67087,144.87814
Jacana,120.0,-37.68196,144.90661
Glen Iris,160.0,-37.85385,145.06473
Hawthorn East,52.0,-37.82742,145.05324
Keilor East,168.0,-37.74804,144.87039
Greensborough,121.0,-37.71686,145.09261
Pascoe Vale,67.0,-37.7152,144.9349
Viewbank,18.0,-37.7326,145.0881
Essendon,171.0,-37.7532,144.9178
Coburg,96.0,-37.7367,144.9701
Brunswick West,256.0,-37.7628,144.94011
Footscray,78.0,-37.8025,144.9073
Templestowe,236.0,-37.77239,145.15869
Keilor East,201.0,-37.7325,144.8621
Epping,155.0,-37.62157,145.01049
Hawthorn,76.0,-37.8226,145.0368
Caulfield South,44.0,-37.8961,145.0132
Bentleigh East,178.0,-37.9167,145.0771
Ascot Vale,92.0,-37.7745,144.9093
Balwyn North,170.0,-37.8002,145.0999
Heidelberg Heights,97.0,-37.7333,145.0588
Doncaster,143.0,-37.7772,145.1157
Bentleigh East,117.0,-37.9196,145.0691
Sunshine North,95.0,-37.76914,144.82632
Moonee Ponds,142.0,-37.77078,144.91244
Ashwood,154.0,-37.86162,145.11042
Carlton North,86.0,-37.7813,144.9773
St Kilda,140.0,-37.8623,144.9772
Epping,110.0,-37.65336,145.03721
Mentone,172.0,-37.9791,145.0758
Essendon North,149.0,-37.73566,144.89368
Bentleigh East,107.0,-37.91954,145.07637
Yarraville,79.0,-37.81956,144.89054
West Footscray,113.0,-37.79761,144.88053
Sunshine,126.0,-37.79354,144.8328
Glenroy,150.0,-37.7009,144.9291
Carnegie,48.0,-37.8887,145.048
Delahey,125.0,-37.7171,144.7668
Sunshine,127.0,-37.7796,144.845
Moonee Ponds,287.0,-37.7639,144.9126
Cheltenham,112.0,-37.96911,145.07271
Flemington,132.0,-37.7839,144.9273
Hampton East,140.0,-37.94406,145.03219
Nunawading,140.0,-37.80966,145.18378
South Yarra,63.0,-37.84468,145.00368
Glenroy,90.0,-37.6984,144.91756
Yarraville,172.0,-37.816,144.8936
Mount Waverley,158.0,-37.8809,145.1436
Glen Waverley,106.0,-37.88245,145.15982
Hillside,174.0,-37.6844,144.75595
St Kilda,63.0,-37.8645,144.9749
Footscray,26.0,-37.80141,144.89587
Albert Park,131.0,-37.8461,144.9528
Altona,125.0,-37.8687,144.8197
Carnegie,250.0,-37.8974,145.0622
Richmond,81.0,-37.8241,145.0015
Port Melbourne,70.0,-37.8404,144.9391
Moonee Ponds,165.0,-37.76909,144.91947
Carnegie,133.0,-37.8925,145.0541
Kew,130.0,-37.7981,145.0423
Sunshine North,120.0,-37.76374,144.82401
Fawkner,103.0,-37.7083,144.9644
Brunswick East,118.0,-37.7723,144.9761
Armadale,98.0,-37.8596,145.0198
Pascoe Vale,88.0,-37.7233,144.9507
Epping,140.0,-37.6439,145.0432
Glenroy,133.0,-37.70168,144.94862
Yallambie,131.0,-37.72966,145.08211
Craigieburn,236.0,-37.58885,144.90135
Elwood,80.0,-37.88351,144.99202
Croydon,285.0,-37.79773,145.26956
Coburg,109.0,-37.7458,144.9751
Parkville,102.0,-37.7931,144.9565
Maribyrnong,68.0,-37.7678,144.8899
Prahran,71.0,-37.8543,145.0024
Yarraville,216.0,-37.81612,144.87846
Malvern East,170.0,-37.883,145.0791
Flemington,140.0,-37.7856,144.9292
Rosanna,182.0,-37.733,145.0694
Richmond,145.0,-37.81937,145.00146
Coburg,105.0,-37.74011,144.95267
Caulfield South,129.0,-37.8899,145.023
Essendon,83.0,-37.7543,144.9066
Murrumbeena,181.0,-37.8888,145.07271
Mulgrave,152.0,-37.9265,145.19758
Aberfeldie,26.0,-37.75857,144.89572
Moonee Ponds,166.0,-37.7627,144.9047
Box Hill,151.0,-37.8258,145.1246
St Albans,138.0,-37.73497,144.7864
Glenroy,129.0,-37.7073,144.9277
Williamstown,85.0,-37.86,144.895
Thornbury,128.0,-37.7565,144.9906
Hampton,104.0,-37.9373,145.0027
Brooklyn,129.0,-37.82017,144.84904
Seddon,103.0,-37.80786,144.88936
Brunswick,57.0,-37.7732,144.951
Elsternwick,3.0,-37.8858,145.0012
Williamstown,65.0,-37.8685,144.9058
Kensington,96.0,-37.7916,144.92855
Ormond,188.0,-37.903,145.0285
Sunshine North,123.0,-37.75962,144.82596
Pascoe Vale,94.0,-37.7177,144.9328
Sunshine West,184.0,-37.7912,144.7979
Coburg,102.0,-37.7406,144.9555
Gowanbrae,19.0,-37.7068,144.8963
Preston,184.0,-37.7361,145.0093
Taylors Hill,119.0,-37.7117,144.75204
Maribyrnong,138.0,-37.7743,144.8797
Seabrook,98.0,-37.87793,144.75626
Tarneit,146.0,-37.83867,144.7034
Bentleigh East,138.0,-37.91289,145.08065
Mulgrave,187.0,-37.92933,145.17404
Bentleigh East,260.0,-37.91653,145.05705
Hawthorn,57.0,-37.8272,145.0343
Bentleigh East,200.0,-37.93016,145.0726
Hampton,74.0,-37.9419,145.0019
Glen Iris,255.0,-37.852,145.07321
Newport,132.0,-37.8424,144.8653
Bentleigh,220.0,-37.91741,145.02873
Coburg,64.0,-37.7519,144.9496
Ferntree Gully,208.0,-37.8909,145.2891
Viewbank,151.0,-37.73253,145.0873
Mill Park,149.0,-37.66474,145.07709
Cheltenham,182.0,-37.96116,145.06561
Lalor,100.0,-37.67056,145.03698
Murrumbeena,169.0,-37.902,145.0705
Cheltenham,132.0,-37.97122,145.08125
Viewbank,136.0,-37.7417,145.0958
Noble Park,114.2,-37.96968,145.16832
Glenroy,105.0,-37.70612,144.9144
Abbotsford,190.0,-37.8085,144.9964
Williamstown North,64.0,-37.8564,144.8864
South Yarra,46.0,-37.8354,144.984
Rosanna,181.0,-37.7348,145.0656
Cremorne,166.0,-37.8266,144.9894
Bulleen,226.0,-37.7813,145.102
Moonee Ponds,65.0,-37.7677,144.92
St Kilda,55.0,-37.87094,144.9807
Camberwell,197.0,-37.84003,145.0691
Mitcham,149.0,-37.81846,145.20078
Fitzroy North,143.0,-37.7873,144.9911
Mill Park,153.0,-37.65541,145.07495
South Yarra,238.0,-37.8425,145.0031
Kingsville,128.0,-37.80629,144.88062
Burwood East,260.0,-37.84839,145.14299
Burwood,125.0,-37.84533,145.09897
Essendon West,201.0,-37.7517,144.8873
Elsternwick,59.0,-37.8822,144.9994
Toorak,185.0,-37.8512,145.0282
Keilor East,268.0,-37.75045,144.87158
Thomastown,131.0,-37.68336,145.0029
Port Melbourne,109.0,-37.8382,144.9469
Hampton,188.0,-37.9446,145.0092
Keilor East,186.0,-37.7337,144.87256
Mont Albert,116.0,-37.8161,145.1098
Braybrook,107.0,-37.7894,144.8463
Epping,111.04,-37.62858,145.03735
Elsternwick,137.0,-37.8887,145.0046
Prahran,69.0,-37.8542,145.0024
Newport,188.0,-37.8468,144.874
Werribee,110.0,-37.8814,144.6621
St Albans,132.0,-37.74143,144.78145
Blackburn South,115.0,-37.84378,145.13407
St Kilda,122.0,-37.8726,144.9782
Richmond,89.0,-37.8229,144.9931
Epping,109.0,-37.65099,145.04663
Essendon,215.0,-37.7493,144.9112
Hampton,224.0,-37.9419,145.0156
Epping,111.0,-37.65149,145.03678
Vermont,270.0,-37.84351,145.19246
Cremorne,108.0,-37.8288,144.9891
Noble Park,175.0,-37.9666,145.1882
Airport West,96.0,-37.71811,144.87693
Oakleigh,95.0,-37.9001,145.1009
Williamstown,49.0,-37.8504,144.8924
Avondale Heights,181.0,-37.77,144.8572
Hoppers Crossing,130.0,-37.88248,144.69335
Albert Park,81.0,-37.8431,144.9565
Brunswick,65.0,-37.758,144.9667
Fitzroy North,129.0,-37.7829,144.9788
Donvale,150.0,-37.78298,145.17682
Yarraville,83.0,-37.8173,144.894
Moonee Ponds,183.0,-37.77011,144.92881
Keilor Park,100.0,-37.7251,144.8621
Footscray,97.0,-37.79758,144.90246
Port Melbourne,94.0,-37.8426,144.9398
Delahey,153.0,-37.7143,144.77096
Balwyn,170.0,-37.8106,145.0848
Elwood,110.0,-37.8818,144.9918
Prahran,101.0,-37.847,144.9936
Mulgrave,140.0,-37.92811,145.14971
Yarraville,122.0,-37.8173,144.8641
Moonee Ponds,222.0,-37.7638,144.9175
Bentleigh East,119.0,-37.919,145.0829
Kensington,59.0,-37.7966,144.9254
Keilor East,125.0,-37.7506,144.8689
Glenroy,110.0,-37.6974,144.9112
St Kilda,190.0,-37.869,144.9865
Sunshine,145.0,-37.7933,144.8411
Doncaster East,180.0,-37.79773,145.15141
Bayswater,94.0,-37.84291,145.25545
Fawkner,97.0,-37.7017,144.9723
Heidelberg West,86.0,-37.7369,145.0422
Kew,95.0,-37.805,145.0546
Williams Landing,193.0,-37.85545,144.73701
Sunshine West,102.0,-37.7853,144.8114
Hawthorn East,173.0,-37.8257,145.0514
Croydon,200.0,-37.79189,145.29661
Ashwood,215.0,-37.8621,145.1021
Coburg,156.0,-37.7464,144.959
Footscray,190.0,-37.7923,144.8848
Surrey Hills,270.0,-37.82807,145.10796
Melbourne,57.0,-37.8178,144.9607
Maribyrnong,84.0,-37.7732,144.8927
Rosanna,142.0,-37.7359,145.0614
Ascot Vale,184.0,-37.77872,144.9241
Altona North,160.0,-37.8382,144.8649
Coburg,169.0,-37.75339,144.97687
Coburg North,138.0,-37.7307,144.9826
Malvern East,150.0,-37.8734,145.0887
Northcote,115.0,-37.763,144.9886
Strathmore,143.0,-37.7436,144.9308
Balwyn,178.0,-37.8101,145.0844
Doncaster East,203.0,-37.78674,145.15106
Bentleigh,92.0,-37.9245,145.0336
Briar Hill,110.0,-37.70681,145.11731
Craigieburn,175.0,-37.57243,144.92663
Hoppers Crossing,112.0,-37.88531,144.68431
Eltham,243.0,-37.72308,145.14011
Richmond,102.0,-37.8203,145.0092
Malvern,54.0,-37.8693,145.0348
Pascoe Vale,128.0,-37.71561,144.94336
Pascoe Vale,80.7,-37.72219,144.92559
Epping,157.0,-37.64051,145.05743
Mill Park,185.0,-37.674,145.0638
St Kilda,108.0,-37.8681,144.9894
Hoppers Crossing,119.0,-37.87295,144.69098
Footscray,102.0,-37.79419,144.89618
Epping,263.0,-37.63594,145.03306
Murrumbeena,137.0,-37.887,145.07303
Toorak,139.0,-37.8369,145.0072
Brunswick,107.0,-37.76032,144.95981
Kew,97.0,-37.796,145.0324
Brunswick,120.0,-37.75877,144.97316
Watsonia,79.0,-37.70657,145.07878
Richmond,144.0,-37.8185,145.0061
Brunswick East,47.0,-37.77169,144.97557
Meadow Heights,95.0,-37.65877,144.91191
Glen Iris,143.0,-37.8538,145.0842
Ascot Vale,168.0,-37.7727,144.9055
Chadstone,164.0,-37.8738,145.1095
Taylors Lakes,138.0,-37.71254,144.80836
Beaumaris,124.0,-37.97289,145.05079
Coburg,112.0,-37.7424,144.9571
West Footscray,147.0,-37.7912,144.868
South Yarra,132.0,-37.84497,144.99781
Fawkner,129.0,-37.69536,144.96318
Hughesdale,127.0,-37.89829,145.08141
Dandenong North,146.0,-37.96171,145.20122
Moorabbin,180.0,-37.9418,145.0549
West Footscray,131.0,-37.7937,144.8732
Rosanna,154.0,-37.7367,145.0797
Sunshine,114.0,-37.78519,144.83651
Eltham North,233.0,-37.68966,145.14649
Niddrie,139.0,-37.7368,144.8856
Gowanbrae,215.0,-37.70128,144.90187
Blackburn,111.0,-37.81439,145.14541
Mulgrave,129.0,-37.93211,145.18955
Altona North,132.0,-37.8322,144.8399
Abbotsford,124.0,-37.8007,144.9958
Ormond,189.0,-37.9084,145.0532
Sandringham,220.0,-37.95893,145.0128
Abbotsford,79.0,-37.8079,144.9934
Kingsville,168.0,-37.8083,144.8754
Broadmeadows,103.0,-37.68333,144.92196
Parkville,196.0,-37.7934,144.9562
Glen Iris,33.0,-37.8547,145.0457
Sandringham,117.0,-37.94901,145.01167
Brunswick,103.0,-37.77321,144.96039
Doncaster East,142.0,-37.79979,145.15665
Templestowe Lower,175.0,-37.77,145.1025
Craigieburn,166.0,-37.57005,144.91909
Bentleigh East,140.0,-37.9347,145.0507
Kingsville,282.0,-37.80592,144.8807
Brunswick East,114.0,-37.7789,144.9739
Ascot Vale,71.0,-37.7772,144.9118
Seddon,78.0,-37.80898,144.8902
Bentleigh,102.0,-37.93199,145.03939
Malvern East,38.0,-37.8728,145.0417
Seabrook,111.0,-37.87734,144.75504
Craigieburn,237.0,-37.59928,144.90109
Westmeadows,177.0,-37.68026,144.88468
Carnegie,98.0,-37.8946,145.0588
Heidelberg West,18.0,-37.747,145.0389
Carnegie,86.0,-37.88415,145.0514
Malvern East,180.0,-37.8822,145.0837
Port Melbourne,100.0,-37.8424,144.9449
Richmond,40.0,-37.8195,145.0103
Burnside Heights,230.0,-37.7331,144.76282
Sunshine,105.0,-37.78057,144.83543
Pascoe Vale,35.0,-37.7237,144.92232
Werribee,194.0,-37.90918,144.68325
Bentleigh East,194.0,-37.92599,145.07537
Roxburgh Park,175.0,-37.6295,144.9278
Doncaster East,203.0,-37.79223,145.14606
Hawthorn,47.0,-37.82334,145.04015
Maribyrnong,53.0,-37.7679,144.8935
Brunswick,162.0,-37.7602,144.9543
Brunswick West,158.0,-37.76285,144.94346
Maidstone,89.0,-37.78353,144.87233
Highett,125.0,-37.94775,145.02379
Brunswick,66.0,-37.7695,144.9528
Essendon,68.0,-37.7461,144.9058
Fitzroy,66.0,-37.8019,144.9821
Coburg,108.0,-37.7391,144.9812
Footscray,98.0,-37.7942,144.8832
Greensborough,137.0,-37.69443,145.11245
Doncaster,173.0,-37.781,145.1036
Burwood,115.0,-37.8561,145.0962
Strathmore,159.0,-37.7378,144.9168
Glen Huntly,77.0,-37.88937,145.04038
Maribyrnong,85.0,-37.774,144.8797
Roxburgh Park,0.0,-37.61419,144.93448
Surrey Hills,293.0,-37.8188,145.0984
Hampton,125.0,-37.9399,145.0204
Craigieburn,183.0,-37.57322,144.90475
Caulfield South,132.0,-37.90116,145.02431
Mentone,129.0,-37.97584,145.08107
Clifton Hill,85.0,-37.7928,144.9987
Kew East,188.0,-37.79639,145.04595
Keilor East,268.0,-37.7502,144.8745
Oak Park,179.0,-37.7168,144.9171
Carnegie,171.0,-37.89204,145.06086
Coburg,153.1,-37.7432,144.9573
Pascoe Vale,133.0,-37.71594,144.92986
Strathmore,160.0,-37.7386,144.91433
Hawthorn,88.0,-37.8186,145.017
Carnegie,85.0,-37.88368,145.0515
St Albans,129.0,-37.73915,144.80289
Camberwell,77.0,-37.8479,145.0958
Glenroy,122.0,-37.7022,144.92241
